date,code,open,high,low,close,volume,amount,turnover_rate,pct_chg,isST
2023-01-03,000529,8.01075132,8.29084752,7.85203014,8.06677056,59540308,514324849.63,10.4478,-1.4823,0
2023-01-04,000529,7.97340516,8.4962514,7.89871284,8.36553984,70851436,629215760.18,12.4326,3.7037,0
2023-01-05,000529,8.24416482,8.28151098,7.76800128,7.936059,55529640,473758063.07,9.744,-5.1339,0
2023-01-06,000529,7.8426936,7.936059,7.68397242,7.86136668,33494976,280822572.1,5.8775,-0.9412,0
2023-01-09,000529,7.7493282,7.96406862,7.61861664,7.81468398,33884414,282406299.1,5.9458,-0.5938,0
2023-01-10,000529,7.72131858,7.87070322,7.63728972,7.85203014,28908372,239924948.13,5.0727,0.4779,0
2023-01-11,000529,7.81468398,7.81468398,7.48790508,7.50657816,31147642,254871422.47,5.4656,-4.3995,0
2023-01-12,000529,7.469232,7.71198204,7.469232,7.50657816,23092706,187045556.93,4.0522,0.0,0
2023-01-13,000529,7.64662626,7.95473208,7.58127048,7.90804938,53334958,445843864.67,9.3589,5.3483,0
2023-01-16,000529,7.75866474,8.33753022,7.7026455,8.1227898,52102004,443989251.4,9.1426,2.7155,0
2023-01-17,000529,7.95473208,8.08544364,7.7960109,7.8426936,31071423,263126131.42,5.4522,-3.4483,0
2023-01-18,000529,7.81468398,7.81468398,7.5625974,7.58127048,25260200,206807650.0,4.4325,-3.3333,0
2023-01-19,000529,7.55326086,7.63728972,7.52525124,7.54392432,17237646,139537565.16,3.0248,-0.4926,0
2023-01-20,000529,7.55326086,7.6092801,7.53458778,7.57193394,13576600,110034029.0,2.3823,0.3713,0
2023-01-30,000529,7.64662626,7.86136668,7.57193394,7.77733782,26292028,216638536.03,4.6136,2.7127,0
2023-01-31,000529,7.7026455,7.8426936,7.67463588,7.78667436,18309897,152145237.22,3.2129,0.12,0
2023-02-01,000529,7.75866474,7.8426936,7.7026455,7.8426936,20567777,171665968.43,3.6091,0.7194,0
2023-02-02,000529,7.8426936,8.01075132,7.77733782,7.9827417,31583141,267523914.28,5.542,1.7857,0
2023-02-03,000529,8.00141478,8.08544364,7.85203014,7.94539554,27382725,233390753.99,4.805,-0.4678,0
2023-02-06,000529,7.87070322,7.8893763,7.71198204,7.76800128,16439080,136953459.97,2.8846,-2.2327,0
2023-02-07,000529,7.77733782,8.03876094,7.76800128,7.91738592,23764128,201999305.29,4.17,1.9231,0
2023-02-08,000529,7.89871284,7.94539554,7.64662626,7.6559628,22850330,189070770.7,4.0096,-3.3019,0
2023-02-09,000529,7.62795318,7.7026455,7.59060702,7.69330896,12303768,101112146.41,2.159,0.4878,0
2023-02-10,000529,7.69330896,7.75866474,7.6559628,7.69330896,11236966,92739867.7,1.9718,0.0,0
2023-02-13,000529,7.69330896,7.80534744,7.66529934,7.7493282,13933151,115098171.23,2.4449,0.7282,0
2023-02-14,000529,7.80534744,7.90804938,7.71198204,7.73065512,15810741,131838493.4,2.7744,-0.241,0
2023-02-15,000529,7.73999166,7.86136668,7.72131858,7.78667436,16054900,133883427.53,2.8172,0.7246,0
2023-02-16,000529,7.81468398,8.38421292,7.76800128,8.08544364,57203417,495160398.06,10.0377,3.8369,0
2023-02-17,000529,8.10411672,8.65497258,8.0294244,8.5429341,63255599,570374524.03,11.0997,5.6582,0
2023-02-20,000529,8.55227064,8.57094372,8.09478018,8.3562033,41056413,363297855.29,7.2043,-2.1858,0
2023-02-21,000529,8.31885714,8.33753022,8.16013596,8.24416482,27497857,241927091.41,4.8252,-1.3408,0
2023-02-22,000529,8.1694725,8.23482828,8.08544364,8.2161552,16319521,142872355.88,2.8637,-0.3398,0
