date,code,open,high,low,close,volume,amount,turnover_rate,pct_chg,isST
2023-01-03,000430,8.348352,8.5831494,7.7222256,7.7657066,82439822.0,769499831.97,24.8508,-0.4459,0
2023-01-04,000430,7.7570104,8.3831368,7.739618,7.913542,56002555.0,515068696.59,16.8815,1.9037,0
2023-01-05,000430,7.5483016,7.7309218,7.304808,7.4613396,45132804.0,388788217.14,13.6049,-5.7143,0
2023-01-06,000430,7.478732,7.5135168,7.000441,7.0700106,36259646.0,297219200.06,10.9302,-5.2448,0
2023-01-09,000430,6.9830486,7.1221878,6.9047828,7.043922,19724450.0,159280805.0,5.9458,-0.369,0
2023-01-10,000430,7.0526182,7.1047954,6.9308714,7.0960992,17967098.0,144741902.68,5.416,0.7407,0
2023-01-11,000430,7.1221878,7.1221878,6.783036,6.783036,17609700.0,140197842.0,5.3083,-4.4118,0
2023-01-12,000430,6.783036,6.8352132,6.6352006,6.6438968,14387500.0,111132641.0,4.337,-2.0513,0
2023-01-13,000430,6.652593,6.7569474,6.5743272,6.7308588,10336200.0,79560816.0,3.1158,1.3089,0
2023-01-16,000430,6.7308588,6.783036,6.6786816,6.7308588,8788900.0,67995521.0,2.6493,0.0,0
2023-01-17,000430,6.7482512,6.9917448,6.7047702,6.9917448,16733350.0,132393627.0,5.0441,3.876,0
2023-01-18,000430,6.9221752,6.9308714,6.826517,6.8352132,9175656.0,72398936.16,2.7659,-2.2388,0
2023-01-19,000430,6.7917322,6.8960866,6.7917322,6.8004284,6757100.0,53094640.0,2.0369,-0.5089,0
2023-01-20,000430,6.8439094,6.9221752,6.8439094,6.913479,8232800.0,65194526.0,2.4817,1.6624,0
2023-01-30,000430,7.1134916,7.217846,6.913479,7.043922,22360222.0,181205584.54,6.7403,1.8868,0
2023-01-31,000430,6.9656562,6.9743524,6.696074,6.739555,15099500.0,117824460.0,4.5516,-4.321,0
2023-02-01,000430,6.739555,6.7743398,6.6352006,6.7569474,10458923.0,80478029.18,3.1528,0.2581,0
2023-02-02,000430,6.7569474,6.8439094,6.652593,6.826517,11696000.0,90820405.0,3.5257,1.0296,0
2023-02-03,000430,6.869998,7.0787068,6.739555,7.0265296,15992500.0,126638193.0,4.8208,2.9299,0
2023-02-06,000430,6.95696,7.1047954,6.913479,6.9482638,13771378.0,111234755.9,4.1513,-1.1139,0
2023-02-07,000430,7.000441,7.000441,6.739555,6.7917322,10738500.0,84184018.38,3.237,-2.2528,0
2023-02-08,000430,6.783036,6.8178208,6.7308588,6.739555,5040222.0,39201938.72,1.5193,-0.7682,0
2023-02-09,000430,6.7308588,6.8004284,6.696074,6.8004284,5212123.0,40467699.17,1.5712,0.9032,0
2023-02-10,000430,6.8004284,6.869998,6.7656436,6.8439094,7403523.0,58166123.4,2.2317,0.6394,0
