date,股票代码,open,close,high,low,volume,amount,振幅,pct_chg,涨跌额,turnover_rate,code
2023-01-03,000596,252.4,248.95,253.37,245.84,17991,473175770.48,2.98,-1.37,-3.45,0.44,000596
2023-01-04,000596,248.49,249.06,251.73,244.0,14694,386025340.61,3.11,0.04,0.11,0.36,000596
2023-01-05,000596,249.06,275.42,275.42,249.06,35895,1006490559.01,10.58,10.58,26.36,0.88,000596
2023-01-06,000596,279.5,276.95,285.36,269.62,37956,1100872215.45,5.71,0.56,1.53,0.93,000596
2023-01-09,000596,281.74,281.5,283.26,273.3,25380,746631145.25,3.6,1.64,4.55,0.62,000596
2023-01-10,000596,281.51,281.26,286.5,278.5,16466,487195458.92,2.84,-0.09,-0.24,0.4,000596
2023-01-11,000596,280.5,279.21,282.5,276.31,12829,376737845.44,2.2,-0.73,-2.05,0.31,000596
2023-01-12,000596,279.21,279.0,281.68,275.83,9740,285534981.83,2.1,-0.08,-0.21,0.24,000596
2023-01-13,000596,280.4,280.75,284.8,276.81,21903,647393332.13,2.86,0.63,1.75,0.54,000596
2023-01-16,000596,284.47,286.5,293.5,282.5,29041,881351031.0,3.92,2.05,5.75,0.71,000596
2023-01-17,000596,285.5,280.67,286.5,278.42,19377,572468164.84,2.82,-2.03,-5.83,0.47,000596
2023-01-18,000596,281.5,280.64,288.02,278.0,15995,474476956.43,3.57,-0.01,-0.03,0.39,000596
2023-01-19,000596,279.5,278.5,281.5,274.61,12940,378606300.0,2.46,-0.76,-2.14,0.32,000596
2023-01-20,000596,279.4,274.45,282.94,273.08,12937,377603997.44,3.54,-1.45,-4.05,0.32,000596
2023-01-30,000596,273.9,273.09,278.83,265.5,22011,633715410.61,4.86,-0.5,-1.36,0.54,000596
2023-01-31,000596,271.5,263.5,273.18,262.51,23255,651176148.53,3.91,-3.51,-9.59,0.57,000596
2023-02-01,000596,265.44,267.48,268.52,260.5,15610,437533652.01,3.04,1.51,3.98,0.38,000596
2023-02-02,000596,268.89,263.44,269.0,262.7,17854,499449452.32,2.36,-1.51,-4.04,0.44,000596
2023-02-03,000596,262.96,267.28,268.3,258.8,19656,549696542.64,3.61,1.46,3.84,0.48,000596
