date,code,open,high,low,close,volume,amount,turnover_rate,pct_chg,isST
2023-01-03,000027,5.65044898,5.68708074,5.56802752,5.65044898,30523430,187478647.22,0.6416,-2.9874,0
2023-01-04,000027,5.62297516,5.62297516,5.50392194,5.54971164,23686426,143455304.14,0.4979,-1.7828,0
2023-01-05,000027,5.53139576,5.55886958,5.52223782,5.54971164,12692955,76847016.12,0.2668,0.0,0
2023-01-06,000027,5.5405537,5.59550134,5.52223782,5.56802752,11726220,71297311.72,0.2465,0.33,0
2023-01-09,000027,5.5863434,5.59550134,5.51307988,5.51307988,12935978,78191289.56,0.2719,-0.9868,0
2023-01-10,000027,5.52223782,5.5405537,5.494764,5.51307988,8867477,53411807.33,0.1864,0.0,0
2023-01-11,000027,5.53139576,5.5405537,5.50392194,5.52223782,7752355,46745784.28,0.163,0.1661,0
2023-01-12,000027,5.50392194,5.53139576,5.48560606,5.50392194,7077060,42565823.0,0.1488,-0.3317,0
2023-01-13,000027,5.53139576,5.53139576,5.4489743,5.4489743,11134379,66556472.28,0.234,-0.9983,0
2023-01-16,000027,5.46729018,5.52223782,5.46729018,5.494764,10531810,63248025.83,0.2214,0.8403,0
2023-01-17,000027,5.54971164,5.55886958,5.50392194,5.51307988,6940778,41858201.33,0.1459,0.3333,0
2023-01-18,000027,5.52223782,5.54971164,5.51307988,5.53139576,6958614,41987032.3,0.1463,0.3322,0
2023-01-19,000027,5.53139576,5.5405537,5.494764,5.53139576,7056926,42563025.14,0.1483,0.0,0
2023-01-20,000027,5.54971164,5.59550134,5.53139576,5.59550134,12568607,76573019.47,0.2642,1.1589,0
2023-01-30,000027,5.6321331,5.65044898,5.5863434,5.59550134,12787227,78370511.85,0.2688,0.0,0
2023-01-31,000027,5.59550134,5.6779228,5.56802752,5.66876486,15153276,93342848.93,0.3185,1.3093,0
2023-02-01,000027,5.68708074,5.71455456,5.65960692,5.70539662,16328376,101536109.63,0.3432,0.6462,0
2023-02-02,000027,5.73287044,5.73287044,5.66876486,5.69623868,13304836,82812328.12,0.2797,-0.1605,0
2023-02-03,000027,5.71455456,5.71455456,5.61381722,5.65960692,10523857,64884842.83,0.2212,-0.6431,0
2023-02-06,000027,5.65960692,5.69623868,5.62297516,5.66876486,9940116,61470684.04,0.2089,0.1618,0
2023-02-07,000027,5.66876486,5.71455456,5.65044898,5.71455456,11291499,70197003.26,0.2373,0.8078,0
2023-02-08,000027,5.71455456,5.7695022,5.6779228,5.7237125,14229461,89140614.72,0.2991,0.1603,0
2023-02-09,000027,5.71455456,5.74202838,5.69623868,5.73287044,10691112,66800979.01,0.2247,0.16,0
2023-02-10,000027,5.7237125,5.80613396,5.70539662,5.77866014,18522624,116620408.94,0.3893,0.7987,0
2023-02-13,000027,5.78781808,5.82444984,5.7695022,5.78781808,16321736,103310981.33,0.3431,0.1585,0
