date,股票代码,open,close,high,low,volume,amount,振幅,pct_chg,涨跌额,turnover_rate,code
2023-01-03,000514,4.23,4.31,4.33,4.23,119424,51739029.34,2.35,1.17,0.05,1.42,000514
2023-01-04,000514,4.31,4.46,4.51,4.28,255064,114089954.81,5.34,3.48,0.15,3.02,000514
2023-01-05,000514,4.46,4.38,4.47,4.33,168024,74079091.83,3.14,-1.79,-0.08,1.99,000514
2023-01-06,000514,4.47,4.3,4.48,4.29,170832,74888753.0,4.34,-1.83,-0.08,2.02,000514
2023-01-09,000514,4.28,4.22,4.32,4.22,129809,55672942.78,2.33,-1.86,-0.08,1.54,000514
2023-01-10,000514,4.22,4.15,4.23,4.14,106111,44587684.0,2.13,-1.66,-0.07,1.26,000514
2023-01-11,000514,4.21,4.14,4.23,4.13,106220,44773546.0,2.41,-0.24,-0.01,1.26,000514
2023-01-12,000514,4.12,4.06,4.13,4.04,103323,42433261.0,2.17,-1.93,-0.08,1.22,000514
2023-01-13,000514,4.09,4.1,4.11,4.05,63383,26054376.6,1.48,0.99,0.04,0.75,000514
2023-01-16,000514,4.08,4.13,4.13,4.0,109028,44783009.0,3.17,0.73,0.03,1.29,000514
2023-01-17,000514,4.1,4.08,4.12,4.03,91481,37525365.0,2.18,-1.21,-0.05,1.08,000514
2023-01-18,000514,4.12,4.09,4.14,4.07,68493,28240286.0,1.72,0.25,0.01,0.81,000514
2023-01-19,000514,4.06,4.12,4.13,4.06,75890,31407131.42,1.71,0.73,0.03,0.9,000514
2023-01-20,000514,4.12,4.19,4.2,4.1,80529,33755813.0,2.43,1.7,0.07,0.95,000514
2023-01-30,000514,4.23,4.25,4.3,4.23,139437,59835435.95,1.67,1.43,0.06,1.65,000514
2023-01-31,000514,4.25,4.36,4.37,4.19,155490,67291279.58,4.24,2.59,0.11,1.84,000514
2023-02-01,000514,4.37,4.35,4.4,4.28,131528,57212340.92,2.75,-0.23,-0.01,1.56,000514
2023-02-02,000514,4.35,4.35,4.37,4.29,115199,50242790.71,1.84,0.0,0.0,1.37,000514
2023-02-03,000514,4.35,4.31,4.35,4.27,83771,36256095.88,1.84,-0.92,-0.04,0.99,000514
2023-02-06,000514,4.3,4.3,4.32,4.26,54164,23413233.0,1.39,-0.23,-0.01,0.64,000514
2023-02-07,000514,4.3,4.38,4.4,4.3,117500,51646551.39,2.33,1.86,0.08,1.39,000514
2023-02-08,000514,4.38,4.39,4.45,4.37,107149,47542358.35,1.83,0.23,0.01,1.27,000514
2023-02-09,000514,4.39,4.38,4.43,4.34,108012,47572672.85,2.05,-0.23,-0.01,1.28,000514
2023-02-10,000514,4.37,4.41,4.42,4.35,77801,34390937.0,1.6,0.68,0.03,0.92,000514
2023-02-13,000514,4.4,4.44,4.44,4.37,82761,36726819.0,1.59,0.68,0.03,0.98,000514
2023-02-14,000514,4.42,4.45,4.52,4.41,103388,46357685.55,2.48,0.23,0.01,1.23,000514
2023-02-15,000514,4.44,4.41,4.45,4.38,82416,36597157.0,1.57,-0.9,-0.04,0.98,000514
2023-02-16,000514,4.41,4.31,4.44,4.28,106401,46953291.2,3.63,-2.27,-0.1,1.26,000514
2023-02-17,000514,4.31,4.32,4.39,4.3,70145,30662024.0,2.09,0.23,0.01,0.83,000514
2023-02-20,000514,4.32,4.39,4.39,4.29,66228,28978531.0,2.31,1.62,0.07,0.78,000514
2023-02-21,000514,4.44,4.51,4.57,4.43,195690,88499753.0,3.19,2.73,0.12,2.32,000514
2023-02-22,000514,4.5,4.46,4.5,4.43,92204,41421661.0,1.55,-1.11,-0.05,1.09,000514
2023-02-23,000514,4.47,4.48,4.55,4.44,101682,45910771.68,2.47,0.45,0.02,1.21,000514
2023-02-24,000514,4.49,4.4,4.49,4.37,85862,38083228.41,2.68,-1.79,-0.08,1.02,000514
2023-02-27,000514,4.41,4.34,4.42,4.34,58784,25892028.48,1.82,-1.36,-0.06,0.7,000514
2023-02-28,000514,4.35,4.4,4.4,4.29,61917,27099234.22,2.53,1.38,0.06,0.73,000514
2023-03-01,000514,4.39,4.4,4.41,4.36,64805,28599264.38,1.14,0.0,0.0,0.77,000514
2023-03-02,000514,4.4,4.36,4.4,4.35,56172,24737285.0,1.14,-0.91,-0.04,0.67,000514
2023-03-03,000514,4.36,4.39,4.4,4.34,58146,25615326.12,1.38,0.69,0.03,0.69,000514
2023-03-06,000514,4.39,4.25,4.39,4.23,118083,50896950.0,3.64,-3.19,-0.14,1.4,000514
2023-03-07,000514,4.25,4.16,4.28,4.16,74811,31811793.0,2.82,-2.12,-0.09,0.89,000514
2023-03-08,000514,4.16,4.23,4.25,4.15,49028,20809369.24,2.4,1.68,0.07,0.58,000514
2023-03-09,000514,4.24,4.2,4.24,4.17,55371,23421091.25,1.65,-0.71,-0.03,0.66,000514
2023-03-10,000514,4.21,4.13,4.21,4.12,56613,23648545.0,2.14,-1.67,-0.07,0.67,000514
2023-03-13,000514,4.13,4.14,4.15,4.09,55584,23093641.64,1.45,0.24,0.01,0.66,000514
2023-03-14,000514,4.14,4.24,4.31,4.1,162654,68837332.64,5.07,2.42,0.1,1.93,000514
2023-03-15,000514,4.19,4.18,4.21,4.14,125679,52821145.4,1.65,-1.42,-0.06,1.49,000514
2023-03-16,000514,4.15,4.12,4.21,4.12,86105,36098675.0,2.15,-1.44,-0.06,1.02,000514
2023-03-17,000514,4.13,4.15,4.21,4.13,69497,29185742.42,1.94,0.73,0.03,0.82,000514
2023-03-20,000514,4.2,4.11,4.21,4.1,83527,34873506.0,2.65,-0.96,-0.04,0.99,000514
2023-03-21,000514,4.12,4.14,4.17,4.11,48181,20063358.0,1.46,0.73,0.03,0.57,000514
2023-03-22,000514,4.14,4.15,4.17,4.13,56916,23784540.37,0.97,0.24,0.01,0.67,000514
2023-03-23,000514,4.16,4.16,4.17,4.11,58072,24174871.85,1.45,0.24,0.01,0.69,000514
2023-03-24,000514,4.15,4.16,4.19,4.08,120512,50174220.8,2.64,0.0,0.0,1.43,000514
2023-03-27,000514,4.17,4.13,4.19,4.09,106278,44193542.42,2.4,-0.72,-0.03,1.26,000514
2023-03-28,000514,4.13,4.07,4.13,4.07,72961,30126810.1,1.45,-1.45,-0.06,0.86,000514
2023-03-29,000514,4.07,4.04,4.1,4.03,66219,27090003.0,1.72,-0.74,-0.03,0.78,000514
2023-03-30,000514,4.04,3.98,4.05,3.96,70557,28324953.0,2.23,-1.49,-0.06,0.84,000514
2023-03-31,000514,3.99,4.01,4.03,3.97,50723,20477828.2,1.51,0.75,0.03,0.6,000514
2023-04-03,000514,4.02,4.09,4.11,3.97,88590,36395726.52,3.49,2.0,0.08,1.05,000514
2023-04-04,000514,4.09,4.05,4.12,4.03,75122,30771464.62,2.2,-0.98,-0.04,0.89,000514
2023-04-06,000514,4.05,4.0,4.06,3.99,46164,18648867.19,1.73,-1.23,-0.05,0.55,000514
2023-04-07,000514,4.0,4.16,4.2,4.0,150787,62720797.1,5.0,4.0,0.16,1.79,000514
2023-04-10,000514,4.15,4.04,4.16,4.01,177950,72752402.32,3.61,-2.88,-0.12,2.11,000514
2023-04-11,000514,4.05,4.06,4.06,3.94,134514,54198185.0,2.97,0.5,0.02,1.59,000514
2023-04-12,000514,4.06,4.1,4.12,4.01,159038,65199922.0,2.71,0.99,0.04,1.88,000514
2023-04-13,000514,4.09,4.18,4.25,4.07,187736,78711729.9,4.39,1.95,0.08,2.22,000514
2023-04-14,000514,4.22,4.24,4.27,4.19,176380,75195031.23,1.91,1.44,0.06,2.09,000514
2023-04-17,000514,4.22,4.19,4.22,4.13,109659,46058932.01,2.12,-1.18,-0.05,1.3,000514
2023-04-18,000514,4.19,4.14,4.21,4.12,65866,27583437.0,2.15,-1.19,-0.05,0.78,000514
2023-04-19,000514,4.14,4.05,4.14,4.05,81128,33310411.65,2.17,-2.17,-0.09,0.96,000514
2023-04-20,000514,4.06,4.04,4.07,4.0,56515,22913308.62,1.73,-0.25,-0.01,0.67,000514
2023-04-21,000514,4.04,3.94,4.09,3.92,117349,47184416.92,4.21,-2.48,-0.1,1.39,000514
2023-04-24,000514,3.92,3.62,3.92,3.58,209359,77608771.0,8.63,-8.12,-0.32,2.48,000514
2023-04-25,000514,3.65,3.61,3.66,3.52,135560,48913950.36,3.87,-0.28,-0.01,1.61,000514
2023-04-26,000514,3.59,3.63,3.66,3.55,81086,29522992.41,3.05,0.55,0.02,0.96,000514
2023-04-27,000514,3.63,3.68,3.72,3.61,86441,32078087.56,3.03,1.38,0.05,1.02,000514
2023-04-28,000514,3.69,3.77,3.78,3.67,70279,26497023.4,2.99,2.45,0.09,0.83,000514
2023-05-04,000514,3.75,3.85,3.86,3.74,69301,26719605.0,3.18,2.12,0.08,0.82,000514
