date,code,side,price,shares,amount,fee,reason
2025-08-20,000536,BUY,5.105099999999999,19500,99549.44999999998,29.864834999999992,signal
2025-08-21,000603,SELL,16.11387,6200,99905.99399999999,129.8777922,hold_days
2025-08-21,000546,SELL,5.27472,18600,98109.792,127.5427296,hold_days
2025-08-21,000426,SELL,19.920060000000003,5000,99600.30000000002,129.48039000000003,hold_days
2025-08-21,000411,SELL,11.46852,8600,98629.272,128.2180536,hold_days
2025-08-21,000070,SELL,9.5094904905,9900,94143.95585595,122.38714261273499,stop_loss
2025-08-21,000536,SELL,5.609994389999999,19500,109394.89060499998,142.21335778649996,take_profit
2025-08-21,000609,BUY,3.6436399999999995,27400,99835.73599999999,29.950720799999996,signal
2025-08-21,000559,BUY,8.168159999999999,12200,99651.55199999998,29.89546559999999,signal
2025-08-21,000536,BUY,6.086079999999999,16400,99811.71199999998,29.943513599999992,signal
2025-08-21,000036,BUY,4.39439,22700,99752.65299999999,29.925795899999994,signal
2025-08-21,000603,BUY,16.146129999999996,6100,98491.39299999998,29.547417899999992,signal
2025-08-22,000534,SELL,17.07291,6100,104144.751,135.3881763,hold_days
2025-08-22,000536,SELL,5.775994223999999,16400,94726.30527359998,123.14419685567997,stop_loss
2025-08-22,000534,BUY,17.10709,5800,99221.122,29.7663366,signal
2025-08-22,000426,BUY,19.919899999999995,5000,99599.49999999997,29.879849999999987,signal
2025-08-22,000551,BUY,12.27226,8100,99405.306,29.821591799999997,signal
2025-08-25,000417,SELL,6.12387,16400,100431.46800000001,130.56090840000002,hold_days
2025-08-25,000533,SELL,7.77222,12900,100261.63799999999,130.3401294,hold_days
2025-08-25,000633,SELL,6.883109999999999,14800,101870.02799999999,132.43103639999998,hold_days
2025-08-25,000609,SELL,4.003995996,27400,109709.49029039999,142.62233737751998,take_profit
2025-08-25,000603,SELL,17.742982256999998,6100,108232.19176769999,140.70184929801,take_profit
2025-08-25,000609,BUY,4.014009999999999,24900,99948.84899999997,29.98465469999999,signal
2025-08-25,000593,BUY,6.806799999999999,14600,99379.27999999998,29.81378399999999,signal
2025-08-25,000510,BUY,5.65565,17600,99539.43999999999,29.861831999999993,signal
2025-08-25,000603,BUY,16.56655,6000,99399.3,29.819789999999998,signal
2025-08-25,000533,BUY,7.78778,12800,99683.584,29.9050752,signal
2025-08-27,000559,SELL,7.751992247999998,12200,94574.30542559997,122.94659705327996,stop_loss
2025-08-27,000609,SELL,4.410995588999999,24900,109833.79016609996,142.78392721592994,take_profit
