top_n,hold_days,min_score,take_profit,stop_loss,total_return,annual_return,max_drawdown,sharpe,trade_count,final_equity
3,2,0.55,0.03,,0.07931514909050752,0.17868099177425756,-0.014694480828142065,3.154651623460318,42.0,1079315.1490905075
3,2,0.55,0.03,0.02,0.07931514909050752,0.17868099177425756,-0.014694480828142065,3.154651623460318,42.0,1079315.1490905075
3,2,0.55,0.03,0.03,0.07931514909050752,0.17868099177425756,-0.014694480828142065,3.154651623460318,42.0,1079315.1490905075
5,2,0.55,0.03,,0.07931514909050752,0.17868099177425756,-0.014694480828142065,3.154651623460318,42.0,1079315.1490905075
5,2,0.55,0.03,0.02,0.07931514909050752,0.17868099177425756,-0.014694480828142065,3.154651623460318,42.0,1079315.1490905075
5,2,0.55,0.03,0.03,0.07931514909050752,0.17868099177425756,-0.014694480828142065,3.154651623460318,42.0,1079315.1490905075
10,2,0.55,0.03,,0.07931514909050752,0.17868099177425756,-0.014694480828142065,3.154651623460318,42.0,1079315.1490905075
10,2,0.55,0.03,0.02,0.07931514909050752,0.17868099177425756,-0.014694480828142065,3.154651623460318,42.0,1079315.1490905075
10,2,0.55,0.03,0.03,0.07931514909050752,0.17868099177425756,-0.014694480828142065,3.154651623460318,42.0,1079315.1490905075
3,3,0.45,0.03,,0.08272292410124704,0.1867111498815781,-0.012735215250947118,3.12587880381445,49.0,1082722.924101247
3,3,0.45,0.03,0.03,0.08272292410124704,0.1867111498815781,-0.012735215250947118,3.12587880381445,49.0,1082722.924101247
5,3,0.45,0.03,,0.08272292410124704,0.1867111498815781,-0.012735215250947118,3.12587880381445,49.0,1082722.924101247
5,3,0.45,0.03,0.03,0.08272292410124704,0.1867111498815781,-0.012735215250947118,3.12587880381445,49.0,1082722.924101247
10,3,0.45,0.03,,0.08272292410124704,0.1867111498815781,-0.012735215250947118,3.12587880381445,49.0,1082722.924101247
10,3,0.45,0.03,0.03,0.08272292410124704,0.1867111498815781,-0.012735215250947118,3.12587880381445,49.0,1082722.924101247
3,5,0.45,,,0.06313679814209183,0.1409561132884496,-0.00862167273451886,3.1098688456131334,23.0,1063136.7981420918
3,5,0.45,,0.03,0.06313679814209183,0.1409561132884496,-0.00862167273451886,3.1098688456131334,23.0,1063136.7981420918
5,5,0.45,,,0.06313679814209183,0.1409561132884496,-0.00862167273451886,3.1098688456131334,23.0,1063136.7981420918
5,5,0.45,,0.03,0.06313679814209183,0.1409561132884496,-0.00862167273451886,3.1098688456131334,23.0,1063136.7981420918
