top_n,hold_days,min_score,take_profit,stop_loss,total_return,annual_return,max_drawdown,sharpe,trade_count,final_equity
5,5,0.45,0.03,,0.07380131063388107,0.16574990051353167,-0.015620516712686605,2.740840030669715,47.0,1073801.310633881
5,5,0.45,0.03,0.03,0.07380131063388107,0.16574990051353167,-0.015620516712686605,2.740840030669715,47.0,1073801.310633881
10,5,0.45,0.03,,0.07380131063388107,0.16574990051353167,-0.015620516712686605,2.740840030669715,47.0,1073801.310633881
10,5,0.45,0.03,0.03,0.07380131063388107,0.16574990051353167,-0.015620516712686605,2.740840030669715,47.0,1073801.310633881
3,3,0.45,,0.02,0.0502553039062168,0.11138851067399314,-0.012768626052712229,2.610132451914041,33.0,1050255.3039062168
5,3,0.45,,0.02,0.0502553039062168,0.11138851067399314,-0.012768626052712229,2.610132451914041,33.0,1050255.3039062168
10,3,0.45,,0.02,0.0502553039062168,0.11138851067399314,-0.012768626052712229,2.610132451914041,33.0,1050255.3039062168
3,5,0.35,0.03,,0.07040994660358213,0.15783439543878042,-0.015620516712686605,2.5970116303562922,51.0,1070409.9466035822
5,5,0.35,0.03,,0.07040994660358213,0.15783439543878042,-0.015620516712686605,2.5970116303562922,51.0,1070409.9466035822
10,5,0.35,0.03,,0.07040994660358213,0.15783439543878042,-0.015620516712686605,2.5970116303562922,51.0,1070409.9466035822
3,5,0.45,0.03,0.02,0.0694712768756971,0.15564862756418507,-0.015620516712686605,2.56534312412148,49.0,1069471.276875697
5,5,0.45,0.03,0.02,0.0694712768756971,0.15564862756418507,-0.015620516712686605,2.56534312412148,49.0,1069471.276875697
10,5,0.45,0.03,0.02,0.0694712768756971,0.15564862756418507,-0.015620516712686605,2.56534312412148,49.0,1069471.276875697
3,3,0.35,,,0.04868416322544178,0.10781063027116211,-0.014247375013204722,2.5077694840569142,37.0,1048684.1632254417
5,3,0.35,,,0.04868416322544178,0.10781063027116211,-0.014247375013204722,2.5077694840569142,37.0,1048684.1632254417
10,3,0.35,,,0.04868416322544178,0.10781063027116211,-0.014247375013204722,2.5077694840569142,37.0,1048684.1632254417
3,5,0.35,0.03,0.03,0.06811636676007371,0.15249751204360007,-0.016288412332022606,2.4993747628113585,53.0,1068116.3667600737
5,5,0.35,0.03,0.03,0.06811636676007371,0.15249751204360007,-0.016288412332022606,2.4993747628113585,53.0,1068116.3667600737
10,5,0.35,0.03,0.03,0.06811636676007371,0.15249751204360007,-0.016288412332022606,2.4993747628113585,53.0,1068116.3667600737
3,3,0.35,,0.03,0.04804260924609949,0.1063514283366831,-0.01485120208716506,2.459492115079717,37.0,1048042.6092460995
5,3,0.35,,0.03,0.04804260924609949,0.1063514283366831,-0.01485120208716506,2.459492115079717,37.0,1048042.6092460995
10,3,0.35,,0.03,0.04804260924609949,0.1063514283366831,-0.01485120208716506,2.459492115079717,37.0,1048042.6092460995
3,5,0.35,0.03,0.02,0.06592952428997267,0.14742129275190052,-0.016546196205474373,2.428469271431098,53.0,1065929.5242899726
5,5,0.35,0.03,0.02,0.06592952428997267,0.14742129275190052,-0.016546196205474373,2.428469271431098,53.0,1065929.5242899726
10,5,0.35,0.03,0.02,0.06592952428997267,0.14742129275190052,-0.016546196205474373,2.428469271431098,53.0,1065929.5242899726
3,3,0.35,,0.02,0.046816902567179186,0.10356644703920037,-0.016004830466533337,2.4187581102378464,37.0,1046816.9025671793
5,3,0.35,,0.02,0.046816902567179186,0.10356644703920037,-0.016004830466533337,2.4187581102378464,37.0,1046816.9025671793
10,3,0.35,,0.02,0.046816902567179186,0.10356644703920037,-0.016004830466533337,2.4187581102378464,37.0,1046816.9025671793
