top_n,hold_days,min_score,total_return,annual_return,max_drawdown,sharpe,trade_count,final_equity
3.0,2.0,0.55,0.05101994138298127,0.1131320175438757,-0.005480542335311478,3.9275970836019654,33.0,1051019.9413829814
