code,latest_date,latest_close,trade_days_60,avg_amount_20,avg_amount_60,avg_turnover_20,avg_amplitude_20,volatility_20,max_drawdown_20,zero_volume_days_60,is_st,universe_pass,universe_score
000001,2024-06-28,9.13074715,60,1017421716.1355,1441726340.516333,0.4983200000000001,0.014763328825398428,0.0073613199048818976,-0.03754668822479901,0,False,False,7.361642809728176
600000,2024-06-28,7.70501653,60,325583258.4555,342985121.73333335,0.135175,0.017132264726323825,0.007067509980915283,-0.029976019184652314,0,False,False,6.914667596052429
