date,code,open,high,low,close,volume,amount,turnover_rate,pct_chg,isST
2023-01-03,000626,9.36,9.56,9.36,9.55,3196400,30346505.0,0.6391,2.0299,0
2023-01-04,000626,9.59,9.6,9.41,9.46,2841500,26955369.0,0.5681,-0.9424,0
2023-01-05,000626,9.46,9.5,9.37,9.47,2887300,27303369.0,0.5773,0.1057,0
2023-01-06,000626,9.48,9.52,9.28,9.28,4456900,41837207.0,0.8911,-2.0063,0
2023-01-09,000626,9.3,9.45,9.28,9.33,3346822,31304865.6,0.6691,0.5388,0
2023-01-10,000626,9.33,9.33,9.18,9.2,3653300,33687508.0,0.7304,-1.3934,0
2023-01-11,000626,9.21,9.23,9.04,9.05,3350400,30593678.0,0.6699,-1.6304,0
2023-01-12,000626,9.06,9.16,8.93,8.99,3276800,29566869.0,0.6551,-0.663,0
2023-01-13,000626,9.01,9.11,8.95,9.04,3254600,29375165.0,0.6507,0.5562,0
2023-01-16,000626,9.05,9.5,9.02,9.34,6242200,57939552.0,1.248,3.3186,0
2023-01-17,000626,9.43,9.44,9.23,9.38,4102843,38256889.64,0.8203,0.4283,0
2023-01-18,000626,9.34,9.45,9.32,9.35,2740002,25686380.68,0.5478,-0.3198,0
2023-01-19,000626,9.32,9.39,9.3,9.35,2506301,23430806.35,0.5011,0.0,0
2023-01-20,000626,9.39,9.5,9.36,9.47,3369100,31821803.0,0.6736,1.2834,0
2023-01-30,000626,9.53,9.7,9.53,9.64,4573400,44028958.0,0.9144,1.7951,0
2023-01-31,000626,9.63,9.65,9.51,9.65,3049900,29225981.0,0.6098,0.1037,0
2023-02-01,000626,9.66,9.96,9.66,9.93,6140491,60547605.58,1.2277,2.9016,0
2023-02-02,000626,9.94,10.18,9.89,10.0,6057446,60861685.25,1.2111,0.7049,0
2023-02-03,000626,10.06,10.11,9.85,9.93,3724078,36990388.5,0.7446,-0.7,0
2023-02-06,000626,9.92,9.97,9.84,9.9,2364500,23432597.0,0.4727,-0.3021,0
2023-02-07,000626,9.89,10.06,9.89,10.06,3006800,30048626.0,0.6012,1.6162,0
2023-02-08,000626,10.05,10.1,9.94,9.96,2537900,25384044.0,0.5074,-0.994,0
2023-02-09,000626,9.96,10.1,9.89,10.1,3119500,31348448.0,0.6237,1.4056,0
2023-02-10,000626,10.14,10.15,9.98,10.07,3267757,32871900.61,0.6533,-0.297,0
2023-02-13,000626,10.07,10.21,10.07,10.12,2829014,28658743.54,0.5656,0.4965,0
2023-02-14,000626,10.2,10.35,10.1,10.27,5098721,52069641.69,1.0194,1.4822,0
2023-02-15,000626,10.34,10.34,10.11,10.2,3135700,31956201.0,0.6269,-0.6816,0
2023-02-16,000626,10.2,10.26,9.81,9.92,4634500,46569693.0,0.9266,-2.7451,0
2023-02-17,000626,9.91,10.03,9.85,9.88,2928411,29113068.79,0.5855,-0.4032,0
2023-02-20,000626,9.9,9.98,9.79,9.95,2951400,29153101.0,0.5901,0.7085,0
2023-02-21,000626,10.0,10.05,9.85,9.94,3483200,34654028.0,0.6964,-0.1005,0
2023-02-22,000626,9.9,9.92,9.82,9.91,2511200,24800940.0,0.5021,-0.3018,0
2023-02-23,000626,9.91,9.96,9.77,9.78,2875400,28292942.0,0.5749,-1.3118,0
2023-02-24,000626,9.8,9.87,9.7,9.8,2363100,23121784.0,0.4725,0.2045,0
2023-02-27,000626,9.78,9.8,9.6,9.61,3046300,29528122.0,0.6091,-1.9388,0
2023-02-28,000626,9.61,9.76,9.59,9.75,2439202,23584053.32,0.4877,1.4568,0
2023-03-01,000626,9.76,9.83,9.74,9.79,2337800,22875492.0,0.4674,0.4103,0
2023-03-02,000626,9.85,9.85,9.71,9.76,2502000,24459048.0,0.5002,-0.3064,0
2023-03-03,000626,9.75,9.78,9.65,9.73,1946100,18919991.0,0.3891,-0.3074,0
2023-03-06,000626,9.79,10.0,9.7,9.87,5658234,55820269.6,1.1313,1.4388,0
2023-03-07,000626,9.81,9.88,9.46,9.47,4637120,44736208.28,0.9271,-4.0527,0
2023-03-08,000626,9.46,9.67,9.41,9.59,2294032,21917294.28,0.4587,1.2672,0
2023-03-09,000626,9.72,9.72,9.53,9.59,1562211,14988850.49,0.3123,0.0,0
2023-03-10,000626,9.58,9.58,9.36,9.36,2022856,19103071.64,0.4044,-2.3983,0
2023-03-13,000626,9.34,9.43,9.19,9.27,2703400,25036005.0,0.5405,-0.9615,0
2023-03-14,000626,9.23,9.28,9.0,9.07,3278302,29893483.28,0.6554,-2.1575,0
2023-03-15,000626,9.13,9.22,9.12,9.21,2935041,26959407.79,0.5868,1.5436,0
2023-03-16,000626,9.23,9.24,8.99,8.99,2841402,25745391.24,0.5681,-2.3887,0
2023-03-17,000626,9.15,9.15,8.95,8.96,2945200,26539271.0,0.5888,-0.3337,0
2023-03-20,000626,8.96,9.0,8.8,8.82,3201500,28315314.28,0.6401,-1.5625,0
2023-03-21,000626,8.88,9.08,8.83,9.02,2869900,25722526.0,0.5738,2.2676,0
2023-03-22,000626,9.03,9.11,9.02,9.09,2731500,24758965.0,0.5461,0.7761,0
2023-03-23,000626,9.08,9.08,8.96,9.03,2722100,24521734.0,0.5442,-0.6601,0
2023-03-24,000626,9.07,9.14,9.02,9.06,3153820,28601750.6,0.6306,0.3322,0
2023-03-27,000626,9.09,9.11,8.86,8.99,3804757,34122573.75,0.7607,-0.7726,0
2023-03-28,000626,9.05,9.05,8.9,8.9,2282100,20452103.0,0.4563,-1.0011,0
2023-03-29,000626,8.97,8.97,8.82,8.82,2552705,22627030.1,0.5104,-0.8989,0
2023-03-30,000626,8.88,8.89,8.76,8.81,2454200,21610142.77,0.4907,-0.1134,0
2023-03-31,000626,8.84,8.97,8.81,8.93,2396425,21335605.88,0.4791,1.3621,0
2023-04-03,000626,8.95,8.99,8.86,8.95,3043357,27219044.29,0.6085,0.224,0
2023-04-04,000626,8.95,8.99,8.71,8.75,4624651,40818918.08,0.9246,-2.2346,0
2023-04-06,000626,8.75,8.75,8.54,8.55,3593908,30889131.41,0.7185,-2.2857,0
2023-04-07,000626,8.57,8.66,8.51,8.61,2333302,20107928.24,0.4665,0.7018,0
2023-04-10,000626,8.61,8.68,8.48,8.48,2541157,21770296.77,0.5081,-1.5099,0
2023-04-11,000626,8.5,8.56,8.42,8.55,2617500,22263176.0,0.5233,0.8255,0
2023-04-12,000626,8.53,8.61,8.48,8.6,2531200,21637403.0,0.5061,0.5848,0
2023-04-13,000626,8.61,8.67,8.53,8.62,2727500,23458184.95,0.5453,0.2326,0
2023-04-14,000626,8.64,8.69,8.53,8.58,2339510,20120443.8,0.4677,-0.464,0
2023-04-17,000626,8.6,8.65,8.51,8.62,3237900,27776269.0,0.6474,0.4662,0
2023-04-18,000626,8.59,8.62,8.48,8.49,2689400,22984254.0,0.5377,-1.5081,0
2023-04-19,000626,8.52,8.52,8.38,8.41,3121500,26302694.0,0.6241,-0.9423,0
2023-04-20,000626,8.42,8.42,8.28,8.33,3409405,28397914.6,0.6817,-0.9512,0
2023-04-21,000626,8.36,8.43,8.2,8.2,4201800,34883676.0,0.8401,-1.5606,0
2023-04-24,000626,8.23,8.43,8.08,8.24,4241800,34979588.0,0.8481,0.4878,0
2023-04-25,000626,8.25,8.25,7.81,7.88,6228266,49591521.22,1.2454,-4.3689,0
2023-04-26,000626,7.93,8.0,7.88,7.95,3703100,29427653.0,0.7404,0.8883,0
2023-04-27,000626,7.95,8.0,7.88,7.9,3247245,25786682.61,0.6493,-0.6289,0
2023-04-28,000626,7.91,8.13,7.91,8.11,3427413,27504379.28,0.6853,2.6582,0
2023-05-04,000626,8.06,8.25,8.06,8.21,3202800,26199709.0,0.6404,1.233,0
2023-05-05,000626,8.24,8.25,8.07,8.1,2112600,17148559.0,0.4224,-1.3398,0
