date,code,open,high,low,close,volume,amount,turnover_rate,pct_chg,isST
2023-01-03,000026,9.45008556,9.55891572,9.36846294,9.55891572,3965691,41560883.27,1.1032,0.9579,0
2023-01-04,000026,9.59519244,9.7947144,9.4772931,9.73123014,4727800,50506335.0,1.3152,1.8027,0
2023-01-05,000026,9.76750686,9.76750686,9.57705408,9.66774588,3221121,34261536.69,0.8961,-0.6524,0
2023-01-06,000026,9.66774588,9.69495342,9.51356982,9.5679849,2860800,30294278.0,0.7959,-1.0319,0
2023-01-09,000026,9.60426162,9.67681506,9.50450064,9.64053834,2922700,30956179.0,0.8131,0.7583,0
2023-01-10,000026,9.6586767,9.6586767,9.522639,9.54984654,2124800,22417594.0,0.5911,-0.9407,0
2023-01-11,000026,9.54077736,9.55891572,9.39567048,9.41380884,2100700,21915826.0,0.5844,-1.4245,0
2023-01-12,000026,10.35700356,10.35700356,9.66774588,9.7040226,23166485,257826180.98,6.4447,3.0829,0
2023-01-13,000026,9.64960752,9.75843768,9.33218622,9.58612326,13836389,144814294.98,3.8492,-1.215,0
2023-01-16,000026,9.48636228,9.87633702,9.4319472,9.7040226,8209700,87723742.0,2.2839,1.2299,0
2023-01-17,000026,9.76750686,10.67442486,9.6586767,10.67442486,24513511,281639454.11,6.8195,10.0,0
2023-01-18,000026,11.7445881,11.7445881,11.73551892,11.7445881,25387000,328761228.0,7.0625,10.0255,0
2023-01-19,000026,11.79900318,12.243393,10.81953174,10.883016,57141955,718189937.87,15.8964,-7.3359,0
2023-01-20,000026,10.86487764,11.0643996,10.22096586,10.40234946,35800910,415973030.91,9.9595,-4.4167,0
2023-01-30,000026,10.58373306,11.44530516,10.429557,11.1097455,46728944,574177537.05,12.9996,6.8003,0
2023-01-31,000026,10.93743108,11.00998452,10.62000978,10.81046256,27230716,322432584.65,7.5036,-2.6939,0
2023-02-01,000026,10.71977076,11.88969498,10.6562865,11.88969498,52174041,663452230.82,14.3769,9.9832,0
2023-02-02,000026,11.98945596,12.2887389,11.23671402,11.32740582,52694505,671975187.95,14.5204,-4.7292,0
2023-02-03,000026,11.40902844,12.3794307,11.40902844,11.62668876,44233368,576179646.98,12.1888,2.6421,0
2023-02-06,000026,11.6085504,11.6992422,10.89208518,11.30926746,30903019,381015911.93,8.5156,-2.7301,0
2023-02-07,000026,11.10067632,11.18229894,10.81953174,11.0643996,24079493,290991000.47,6.6353,-2.1652,0
2023-02-08,000026,10.89208518,10.96463862,10.75604748,10.7923242,15895638,190128414.6,4.3802,-2.459,0
2023-02-09,000026,10.77418584,10.95556944,10.67442486,10.9283619,13532623,162047382.94,3.729,1.2605,0
2023-02-10,000026,10.91929272,11.03719206,10.7923242,10.94650026,12320747,148437009.1,3.3951,0.166,0
2023-02-13,000026,11.0190537,11.30926746,10.96463862,11.04626124,15441224,188668397.04,4.2549,0.9114,0
2023-02-14,000026,11.0643996,11.12788386,10.73790912,10.81953174,12985104,155118349.26,3.5781,-2.0525,0
2023-02-15,000026,10.71977076,10.80139338,10.48397208,10.62907896,12723809,148426564.84,3.5061,-1.7603,0
2023-02-16,000026,10.6109406,10.6562865,10.1574816,10.2935193,11922203,137744307.69,3.2853,-3.157,0
2023-02-17,000026,10.30258848,10.3842111,10.23003504,10.2935193,6390798,72598538.3,1.761,0.0,0
2023-02-20,000026,10.37514192,10.52931798,10.1574816,10.5202488,7685400,88283568.0,2.1178,2.2026,0
2023-02-21,000026,10.4749029,10.59280224,10.43862618,10.54745634,6105700,70764326.02,1.6825,0.2586,0
2023-02-22,000026,10.50211044,10.54745634,10.43862618,10.5202488,3308900,38314511.0,0.9118,-0.258,0
2023-02-23,000026,10.52931798,10.60187142,10.39328028,10.48397208,4358300,50452151.0,1.201,-0.3448,0
2023-02-24,000026,10.52931798,10.52931798,10.39328028,10.46583372,3308800,38111642.0,0.9118,-0.173,0
2023-02-27,000026,10.45676454,10.51117962,10.34793438,10.45676454,3438527,39513091.5,0.9475,-0.0867,0
2023-02-28,000026,10.48397208,10.6109406,10.42048782,10.5655947,4928500,57101098.0,1.3581,1.0408,0
2023-03-01,000026,10.5202488,10.59280224,10.4749029,10.59280224,4661500,54200827.0,1.2845,0.2575,0
2023-03-02,000026,10.53838716,10.66535568,10.52931798,10.57466388,4627222,54112429.13,1.2751,-0.1712,0
2023-03-03,000026,10.54745634,10.62000978,10.49304126,10.58373306,4837781,56360041.85,1.3331,0.0858,0
2023-03-06,000026,10.63814814,10.86487764,10.59280224,10.76511666,11008450,130280746.59,3.0335,1.7138,0
2023-03-07,000026,10.81953174,10.81953174,10.44769536,10.46583372,8564756,100438896.14,2.3601,-2.7801,0
2023-03-08,000026,10.46583372,10.52931798,10.37514192,10.5202488,4089254,47185454.74,1.1268,0.5199,0
2023-03-09,000026,10.54745634,10.55652552,10.32072684,10.45676454,4052977,46578832.5,1.1168,-0.6034,0
2023-03-10,000026,10.41141864,10.42048782,10.22096586,10.31165766,4547880,51584298.2,1.2532,-1.3877,0
2023-03-13,000026,10.27538094,10.36607274,10.13027406,10.32072684,3734009,42236849.89,1.0289,0.088,0
2023-03-14,000026,10.32979602,10.43862618,10.2028275,10.36607274,4260900,48491762.0,1.1741,0.4394,0
2023-03-15,000026,10.32072684,10.6109406,10.32072684,10.52931798,8787651,101980852.11,2.4215,1.5748,0
2023-03-16,000026,10.50211044,10.64721732,10.3842111,10.53838716,6686600,77699699.0,1.8425,0.0861,0
2023-03-17,000026,10.6109406,10.6109406,10.429557,10.53838716,5733684,66435122.05,1.58,0.0,0
2023-03-20,000026,10.41141864,10.45676454,10.03958226,10.07585898,8854969,98968695.4,2.4424,-4.389,0
2023-03-21,000026,10.14841242,10.35700356,10.04865144,10.26631176,5635902,63609505.7,1.5545,1.8902,0
2023-03-22,000026,10.28445012,10.3842111,10.25724258,10.30258848,3209939,36486450.76,0.8854,0.3534,0
2023-03-23,000026,10.28445012,10.28445012,10.12120488,10.17561996,4663383,52367845.26,1.2863,-1.2324,0
2023-03-24,000026,10.23003504,10.40234946,10.12120488,10.36607274,5604377,63493707.34,1.5458,1.8717,0
