date,股票代码,open,close,high,low,volume,amount,振幅,pct_chg,涨跌额,turnover_rate,code
2023-01-03,000598,4.44,4.45,4.46,4.41,116843,57322344.86,1.13,0.68,0.03,0.39,000598
2023-01-04,000598,4.45,4.47,4.48,4.44,111926,55264635.85,0.9,0.45,0.02,0.38,000598
2023-01-05,000598,4.46,4.47,4.49,4.46,80055,39563145.2,0.67,0.0,0.0,0.27,000598
2023-01-06,000598,4.47,4.45,4.49,4.44,79076,39003567.92,1.12,-0.45,-0.02,0.27,000598
2023-01-09,000598,4.46,4.43,4.47,4.43,92429,45507352.86,0.9,-0.45,-0.02,0.31,000598
2023-01-10,000598,4.43,4.39,4.44,4.38,104835,51064852.02,1.35,-0.9,-0.04,0.35,000598
2023-01-11,000598,4.4,4.4,4.44,4.38,104303,50932199.88,1.37,0.23,0.01,0.35,000598
2023-01-12,000598,4.39,4.4,4.44,4.39,94988,46406643.0,1.14,0.0,0.0,0.32,000598
2023-01-13,000598,4.41,4.44,4.44,4.39,59745,29203152.0,1.14,0.91,0.04,0.2,000598
2023-01-16,000598,4.44,4.48,4.49,4.43,122573,60538690.22,1.35,0.9,0.04,0.41,000598
2023-01-17,000598,4.5,4.46,4.5,4.45,78868,38973264.0,1.12,-0.45,-0.02,0.27,000598
2023-01-18,000598,4.48,4.48,4.49,4.46,66136,32699551.13,0.67,0.45,0.02,0.22,000598
2023-01-19,000598,4.49,4.5,4.51,4.46,108465,53686891.68,1.12,0.45,0.02,0.37,000598
2023-01-20,000598,4.51,4.53,4.54,4.49,105245,52501094.13,1.11,0.67,0.03,0.35,000598
2023-01-30,000598,4.56,4.53,4.57,4.53,133472,66911790.62,0.88,0.0,0.0,0.45,000598
2023-01-31,000598,4.52,4.54,4.55,4.5,133338,66679662.11,1.1,0.22,0.01,0.45,000598
2023-02-01,000598,4.55,4.56,4.58,4.52,148448,74519982.05,1.32,0.44,0.02,0.5,000598
2023-02-02,000598,4.57,4.56,4.58,4.54,117213,58957494.58,0.88,0.0,0.0,0.39,000598
2023-02-03,000598,4.56,4.53,4.56,4.5,111491,55717640.96,1.32,-0.66,-0.03,0.38,000598
2023-02-06,000598,4.52,4.56,4.57,4.51,107061,53726337.24,1.32,0.66,0.03,0.36,000598
2023-02-07,000598,4.58,4.61,4.62,4.54,184533,93259119.99,1.75,1.1,0.05,0.62,000598
2023-02-08,000598,4.63,4.6,4.64,4.58,144162,73196420.63,1.3,-0.22,-0.01,0.49,000598
2023-02-09,000598,4.59,4.59,4.61,4.56,130293,65859793.24,1.09,-0.22,-0.01,0.44,000598
2023-02-10,000598,4.59,4.6,4.61,4.57,102176,51761517.0,0.87,0.22,0.01,0.34,000598
2023-02-13,000598,4.61,4.62,4.64,4.58,165129,83803353.14,1.3,0.43,0.02,0.56,000598
2023-02-14,000598,4.62,4.61,4.63,4.59,95747,48634353.43,0.87,-0.22,-0.01,0.32,000598
2023-02-15,000598,4.62,4.59,4.62,4.56,150366,75934135.0,1.3,-0.43,-0.02,0.51,000598
2023-02-16,000598,4.59,4.58,4.64,4.54,221716,112451825.32,2.18,-0.22,-0.01,0.75,000598
2023-02-17,000598,4.56,4.54,4.59,4.54,113998,57373817.0,1.09,-0.87,-0.04,0.38,000598
2023-02-20,000598,4.54,4.58,4.59,4.53,121148,60949439.18,1.32,0.88,0.04,0.41,000598
2023-02-21,000598,4.6,4.61,4.62,4.57,143138,72592438.82,1.09,0.66,0.03,0.48,000598
2023-02-22,000598,4.62,4.62,4.64,4.59,100530,51185437.23,1.08,0.22,0.01,0.34,000598
2023-02-23,000598,4.65,4.65,4.69,4.62,187328,95993691.48,1.52,0.65,0.03,0.63,000598
2023-02-24,000598,4.67,4.65,4.67,4.62,84218,43048946.86,1.08,0.0,0.0,0.28,000598
2023-02-27,000598,4.64,4.6,4.65,4.58,101784,51790957.37,1.51,-1.08,-0.05,0.34,000598
2023-02-28,000598,4.62,4.67,4.67,4.6,117220,59838577.67,1.52,1.52,0.07,0.39,000598
2023-03-01,000598,4.67,4.68,4.7,4.66,112377,57834710.0,0.86,0.21,0.01,0.38,000598
2023-03-02,000598,4.68,4.68,4.7,4.66,109435,56388002.22,0.85,0.0,0.0,0.37,000598
2023-03-03,000598,4.69,4.71,4.73,4.67,123259,63795365.02,1.28,0.64,0.03,0.42,000598
2023-03-06,000598,4.72,4.77,4.79,4.71,193313,100989734.49,1.7,1.27,0.06,0.65,000598
2023-03-07,000598,4.76,4.69,4.78,4.69,145470,75817227.02,1.89,-1.68,-0.08,0.49,000598
2023-03-08,000598,4.68,4.73,4.74,4.68,107562,55739228.73,1.28,0.85,0.04,0.36,000598
2023-03-09,000598,4.73,4.71,4.74,4.67,96282,49801426.01,1.48,-0.42,-0.02,0.32,000598
2023-03-10,000598,4.71,4.64,4.72,4.63,114634,58812743.08,1.91,-1.49,-0.07,0.39,000598
2023-03-13,000598,4.62,4.65,4.66,4.62,120404,61471469.13,0.86,0.22,0.01,0.41,000598
2023-03-14,000598,4.65,4.63,4.7,4.61,127857,65473594.79,1.94,-0.43,-0.02,0.43,000598
2023-03-15,000598,4.65,4.73,4.74,4.64,162081,83804089.75,2.16,2.16,0.1,0.55,000598
2023-03-16,000598,4.75,4.65,4.75,4.64,161065,83120662.4,2.33,-1.69,-0.08,0.54,000598
2023-03-17,000598,4.69,4.71,4.74,4.67,149895,77679039.29,1.51,1.29,0.06,0.5,000598
2023-03-20,000598,4.71,4.69,4.73,4.67,148323,76635807.2,1.27,-0.42,-0.02,0.5,000598
2023-03-21,000598,4.69,4.71,4.73,4.68,114210,59116436.76,1.07,0.43,0.02,0.38,000598
2023-03-22,000598,4.73,4.75,4.76,4.7,108056,56196446.63,1.27,0.85,0.04,0.36,000598
2023-03-23,000598,4.75,4.74,4.76,4.71,97177,50539269.59,1.05,-0.21,-0.01,0.33,000598
2023-03-24,000598,4.75,4.71,4.79,4.7,130404,67891133.48,1.9,-0.63,-0.03,0.44,000598
2023-03-27,000598,4.69,4.63,4.72,4.63,149442,76653155.42,1.91,-1.7,-0.08,0.5,000598
2023-03-28,000598,4.65,4.63,4.66,4.61,86529,44185707.9,1.08,0.0,0.0,0.29,000598
2023-03-29,000598,4.66,4.62,4.66,4.61,78071,39828194.64,1.08,-0.22,-0.01,0.26,000598
2023-03-30,000598,4.61,4.62,4.64,4.59,103653,52637241.19,1.08,0.0,0.0,0.35,000598
2023-03-31,000598,4.62,4.63,4.66,4.62,71307,36392450.26,0.87,0.22,0.01,0.24,000598
2023-04-03,000598,4.63,4.63,4.66,4.62,119940,61294133.9,0.86,0.0,0.0,0.4,000598
2023-04-04,000598,4.65,4.65,4.66,4.63,132101,67518517.56,0.65,0.43,0.02,0.44,000598
2023-04-06,000598,4.64,4.58,4.66,4.58,155701,79176801.68,1.72,-1.51,-0.07,0.52,000598
2023-04-07,000598,4.58,4.62,4.65,4.58,103580,52728515.5,1.53,0.87,0.04,0.35,000598
2023-04-10,000598,4.62,4.62,4.64,4.6,89956,45789281.92,0.87,0.0,0.0,0.3,000598
2023-04-11,000598,4.62,4.63,4.63,4.6,105123,53468010.32,0.65,0.22,0.01,0.35,000598
2023-04-12,000598,4.63,4.68,4.7,4.62,136166,70002600.16,1.73,1.08,0.05,0.46,000598
2023-04-13,000598,4.68,4.67,4.71,4.66,96022,49451200.96,1.07,-0.21,-0.01,0.32,000598
2023-04-14,000598,4.68,4.68,4.69,4.66,93507,48140828.65,0.64,0.21,0.01,0.31,000598
