date,股票代码,open,close,high,low,volume,amount,振幅,pct_chg,涨跌额,turnover_rate,code
2023-01-03,000012,6.2,6.24,6.26,6.06,358254,237775906.11,3.21,0.0,0.0,1.83,000012
2023-01-04,000012,6.2,6.25,6.31,6.18,210891,141902199.94,2.08,0.16,0.01,1.08,000012
2023-01-05,000012,6.28,6.38,6.4,6.24,274031,186012348.57,2.56,2.08,0.13,1.4,000012
2023-01-06,000012,6.35,6.38,6.49,6.33,311834,214945743.69,2.51,0.0,0.0,1.59,000012
2023-01-09,000012,6.4,6.38,6.48,6.35,234146,161060417.96,2.04,0.0,0.0,1.2,000012
2023-01-10,000012,6.39,6.44,6.47,6.33,229697,157962251.24,2.19,0.94,0.06,1.17,000012
2023-01-11,000012,6.39,6.34,6.42,6.31,204933,139874458.75,1.71,-1.55,-0.1,1.05,000012
2023-01-12,000012,6.36,6.31,6.39,6.29,126142,85845302.0,1.58,-0.47,-0.03,0.64,000012
2023-01-13,000012,6.34,6.41,6.41,6.34,159197,108971635.53,1.11,1.58,0.1,0.81,000012
2023-01-16,000012,6.41,6.47,6.54,6.38,298951,207710422.45,2.5,0.94,0.06,1.53,000012
2023-01-17,000012,6.51,6.47,6.52,6.42,127039,87966501.16,1.55,0.0,0.0,0.65,000012
2023-01-18,000012,6.46,6.5,6.53,6.45,142683,99336829.66,1.24,0.46,0.03,0.73,000012
2023-01-19,000012,6.5,6.52,6.52,6.44,140447,97749433.91,1.23,0.31,0.02,0.72,000012
2023-01-20,000012,6.53,6.63,6.65,6.5,264430,186851268.24,2.3,1.69,0.11,1.35,000012
2023-01-30,000012,6.69,6.63,6.73,6.59,449904,320368336.7,2.11,0.0,0.0,2.3,000012
2023-01-31,000012,6.58,6.76,6.82,6.57,515942,371412120.12,3.77,1.96,0.13,2.64,000012
2023-02-01,000012,6.78,6.82,6.91,6.71,457061,332091406.61,2.96,0.89,0.06,2.34,000012
2023-02-02,000012,6.78,6.73,6.79,6.7,318720,229802338.33,1.32,-1.32,-0.09,1.63,000012
2023-02-03,000012,6.75,6.73,6.77,6.61,338142,242241132.3,2.38,0.0,0.0,1.73,000012
2023-02-06,000012,6.65,6.61,6.69,6.6,213012,151362969.67,1.34,-1.78,-0.12,1.09,000012
2023-02-07,000012,6.71,6.67,6.73,6.61,216897,154821818.67,1.82,0.91,0.06,1.11,000012
2023-02-08,000012,6.65,6.64,6.69,6.61,197528,140474657.53,1.2,-0.45,-0.03,1.01,000012
2023-02-09,000012,6.68,6.69,6.77,6.64,409131,293028733.64,1.96,0.75,0.05,2.09,000012
2023-02-10,000012,6.66,6.64,6.69,6.6,251140,178533574.48,1.35,-0.75,-0.05,1.28,000012
2023-02-13,000012,6.62,6.69,6.71,6.59,297835,212490328.45,1.81,0.75,0.05,1.52,000012
2023-02-14,000012,6.71,6.68,6.76,6.63,316610,226681742.73,1.94,-0.15,-0.01,1.62,000012
2023-02-15,000012,6.68,6.6,6.69,6.59,280584,199150081.78,1.5,-1.2,-0.08,1.43,000012
2023-02-16,000012,6.59,6.36,6.64,6.34,458138,319639027.57,4.55,-3.64,-0.24,2.34,000012
2023-02-17,000012,6.37,6.35,6.44,6.35,212455,145882373.93,1.42,-0.16,-0.01,1.09,000012
2023-02-20,000012,6.38,6.55,6.56,6.36,287101,199526794.32,3.15,3.15,0.2,1.47,000012
2023-02-21,000012,6.56,6.63,6.65,6.54,346385,245361661.69,1.68,1.22,0.08,1.77,000012
