date,股票代码,open,close,high,low,volume,amount,振幅,pct_chg,涨跌额,turnover_rate,code
2023-01-03,000612,4.56,4.62,4.64,4.51,76357,40069917.2,2.85,1.32,0.06,0.64,000612
2023-01-04,000612,4.62,4.6,4.64,4.57,58878,30985729.0,1.52,-0.43,-0.02,0.49,000612
2023-01-05,000612,4.6,4.62,4.63,4.57,70072,36851788.44,1.3,0.43,0.02,0.59,000612
2023-01-06,000612,4.62,4.6,4.68,4.6,85479,45254709.58,1.73,-0.43,-0.02,0.72,000612
2023-01-09,000612,4.62,4.74,4.76,4.61,138798,74610696.0,3.26,3.04,0.14,1.17,000612
2023-01-10,000612,4.75,4.69,4.79,4.67,76169,40929884.5,2.53,-1.05,-0.05,0.64,000612
2023-01-11,000612,4.71,4.7,4.74,4.66,72344,38813783.6,1.71,0.21,0.01,0.61,000612
2023-01-12,000612,4.71,4.67,4.75,4.64,73057,39149957.4,2.34,-0.64,-0.03,0.61,000612
2023-01-13,000612,4.74,4.67,4.75,4.63,74669,39839511.34,2.57,0.0,0.0,0.63,000612
2023-01-16,000612,4.68,4.73,4.76,4.68,94548,50959303.7,1.71,1.28,0.06,0.79,000612
2023-01-17,000612,4.75,4.76,4.77,4.72,73074,39489043.34,1.06,0.63,0.03,0.61,000612
2023-01-18,000612,4.79,4.83,4.84,4.75,90487,49512025.98,1.89,1.47,0.07,0.76,000612
2023-01-19,000612,4.79,4.86,4.86,4.79,72328,39673682.02,1.45,0.62,0.03,0.61,000612
2023-01-20,000612,4.87,4.99,5.03,4.86,160981,90577837.29,3.5,2.67,0.13,1.35,000612
2023-01-30,000612,5.04,5.04,5.11,5.0,184328,105314315.56,2.2,1.0,0.05,1.55,000612
2023-01-31,000612,5.02,5.1,5.12,5.0,144597,82793804.3,2.38,1.19,0.06,1.21,000612
2023-02-01,000612,5.1,5.29,5.36,5.1,251312,149215481.79,5.1,3.73,0.19,2.11,000612
2023-02-02,000612,5.29,5.26,5.3,5.22,160321,94812314.66,1.51,-0.57,-0.03,1.35,000612
2023-02-03,000612,5.26,5.2,5.26,5.11,131604,76672574.22,2.85,-1.14,-0.06,1.1,000612
2023-02-06,000612,5.16,5.13,5.17,5.07,102072,58895777.31,1.92,-1.35,-0.07,0.86,000612
2023-02-07,000612,5.13,5.2,5.22,5.1,99763,58031269.75,2.34,1.36,0.07,0.84,000612
2023-02-08,000612,5.21,5.15,5.25,5.15,85423,50052492.8,1.92,-0.96,-0.05,0.72,000612
2023-02-09,000612,5.18,5.19,5.21,5.13,76294,44530060.1,1.55,0.78,0.04,0.64,000612
2023-02-10,000612,5.17,5.15,5.21,5.12,83648,48678098.75,1.73,-0.77,-0.04,0.7,000612
2023-02-13,000612,5.16,5.14,5.18,5.12,77293,44826924.46,1.17,-0.19,-0.01,0.65,000612
2023-02-14,000612,5.14,5.2,5.28,5.14,114466,67240239.6,2.72,1.17,0.06,0.96,000612
2023-02-15,000612,5.19,5.16,5.28,5.15,94179,55248618.66,2.5,-0.77,-0.04,0.79,000612
2023-02-16,000612,5.15,4.98,5.18,4.94,148948,85254490.74,4.65,-3.49,-0.18,1.25,000612
2023-02-17,000612,4.98,5.0,5.11,4.98,81491,46395032.09,2.61,0.4,0.02,0.68,000612
2023-02-20,000612,5.0,5.25,5.28,5.0,197992,115765901.92,5.6,5.0,0.25,1.66,000612
