date,code,side,price,shares,amount,fee,reason
2025-04-16,000001,BUY,9.309450994660292,21400,199222.25128573025,59.76667538571907,signal
2025-04-21,000001,SELL,9.028026415922907,21400,193199.7653007502,251.15969489097526,hold_days
