segment,rows,avg_max_fwd_ret,avg_min_fwd_ret,positive_label_rate,negative_label_rate,avg_score,train_end,valid_end
all,516,0.03789111601196673,-0.036305285787480955,0.28488372093023256,0.6763565891472868,0.07426690463835445,2025-04-18,2025-05-26
top10pct,52,0.06335638712914587,-0.014179543647804362,0.9230769230769231,0.07692307692307693,0.6068705570590657,2025-04-18,2025-05-26
buy,114,0.05633461278611108,-0.015328936549993582,0.8157894736842105,0.16666666666666666,0.5584640343527822,2025-04-18,2025-05-26
