date,code,shares,cost_price,market_price,market_value
2023-12-22,000070,12200,8.14814,7.79,95038.0
2023-12-22,000600,22600,4.414409999999999,4.28,96728.0
2023-12-22,000547,11300,8.258249999999999,8.25,93225.0
2023-12-22,000408,4000,20.8208,21.0,84000.0
2023-12-25,000069,32900,3.0330299999999997,3.05,100345.0
2023-12-25,000425,21700,4.604599999999999,4.79,103943.0
2023-12-25,000657,12500,7.9579499999999985,8.19,102375.0
2023-12-25,000659,38800,2.4023999999999996,2.39,92732.0
2023-12-25,000547,11300,8.258249999999999,8.24,93112.0
2023-12-25,000408,4000,20.8208,21.19,84760.0
2023-12-25,000029,8700,11.47146,11.39,99093.0
2023-12-25,000665,19700,5.05505,4.88,96136.0
2023-12-25,000566,21300,4.42442,4.42,94146.0
2023-12-25,000600,19800,4.28428,4.27,84545.99999999999
2023-12-26,000657,12500,7.9579499999999985,7.9579499999999985,99474.37499999999
2023-12-26,000547,11300,8.258249999999999,8.11,91643.0
2023-12-26,000408,4000,20.8208,21.37,85480.0
2023-12-26,000029,8700,11.47146,11.18,97266.0
2023-12-26,000566,21300,4.42442,4.41,93933.0
2023-12-26,000600,19800,4.28428,4.21,83358.0
2023-12-26,000665,20300,4.91491,4.74,96222.0
2023-12-26,000048,5900,16.73672,16.67,98353.00000000001
2023-12-26,000663,12100,7.877869999999999,7.72,93412.0
2023-12-26,000035,18900,4.564559999999999,4.48,84672.00000000001
2023-12-27,000657,12500,7.9579499999999985,7.9579499999999985,99474.37499999999
2023-12-27,000029,8700,11.47146,11.42,99354.0
2023-12-27,000566,21300,4.42442,4.47,95211.0
2023-12-27,000600,19800,4.28428,4.23,83754.00000000001
2023-12-27,000048,5900,16.73672,17.41,102719.0
2023-12-27,000035,18900,4.564559999999999,4.61,87129.0
2023-12-27,000555,9100,10.930919999999999,11.1,101010.0
2023-12-27,000663,12800,7.7777699999999985,7.77,99456.0
2023-12-27,000636,7300,12.882869999999997,12.97,94681.0
2023-12-27,000564,56500,1.5014999999999998,1.45,81925.0
2023-12-28,000657,12500,7.9579499999999985,7.9579499999999985,99474.37499999999
2023-12-28,000048,5900,16.73672,17.27,101893.0
2023-12-28,000555,9100,10.930919999999999,11.14,101374.0
2023-12-28,000663,12800,7.7777699999999985,7.94,101632.0
