total_windows,total_test_rows,model_type,purge_days,train_days,test_days,step_days,top_n_avg_ret_mean,top_n_avg_ret_std,top_n_avg_ret_min,top_n_avg_ret_max,top_n_win_rate_mean,top_n_win_rate_std,top_n_win_rate_min,top_n_win_rate_max,excess_ret_mean,excess_ret_std,excess_ret_min,excess_ret_max,all_avg_ret_mean,all_avg_ret_std,all_avg_ret_min,all_avg_ret_max
2,80,ranker,5,60,20,20,0.007400711501963266,0.010071246213254557,0.0002792650095716302,0.014522157994354901,0.48750000000000004,0.26516504294495535,0.3,0.675,0.0,0.0,0.0,0.0,0.007400711501963266,0.010071246213254557,0.0002792650095716302,0.014522157994354901
