date,code,side,price,shares,amount,fee,reason
2024-04-29,600000,SELL,6.911680690710001,25700,177630.19375124702,230.9192518766211,hold_days
2024-04-30,600000,BUY,7.104090570978,25500,181154.309559939,54.346292867981695,signal
2024-05-06,000001,SELL,9.192912525359999,20500,188454.70676987997,244.99111880084394,hold_days
2024-05-08,600000,SELL,7.30449610209,25500,186264.65060329498,242.14404578428346,hold_days
2024-05-09,600000,BUY,7.311510277280737,27300,199604.23056976413,59.88126917092924,signal
2024-05-14,600000,SELL,7.45414006833,27300,203498.023865409,264.5474310250317,hold_days
2024-05-16,600000,BUY,7.423192370728156,26900,199683.87477258738,59.90516243177621,signal
2024-05-20,600000,SELL,7.786557637275299,26900,209458.40044270555,272.2959205755172,take_profit
2024-05-20,600000,BUY,7.685286466086029,26000,199817.44811823676,59.94523443547102,signal
2024-05-21,000001,BUY,9.514147928072555,19200,182671.64021899307,54.801492065697914,signal
2024-05-22,600000,SELL,8.06148123860094,26000,209598.51220362444,272.47806586471177,take_profit
2024-05-22,600000,BUY,7.882197906791493,23800,187596.31018163753,56.278893054491256,signal
2024-05-24,000001,SELL,9.53680797567,19200,183106.71313286398,238.03872707272316,hold_days
2024-05-27,600000,SELL,7.90307196705,23800,188093.11281579,244.521046660527,hold_days
2024-05-27,600000,BUY,7.92002538422572,25200,199584.63968248817,59.875391904746444,signal
2024-05-30,600000,SELL,7.921777462830001,25200,199628.792063316,259.5174296823108,hold_days
2024-06-04,600000,BUY,7.7610864060423665,25800,200236.02927589306,60.07080878276791,signal
2024-06-07,600000,SELL,7.78148624448,25800,200762.345107584,260.9910486398592,hold_days
2024-06-07,000001,BUY,9.178211252410007,21800,200085.00530253813,60.025501590761436,signal
2024-06-13,000001,SELL,9.134198667989999,21800,199125.53096218198,258.86319025083657,hold_days
2024-06-14,000001,BUY,9.14024413254559,21900,200171.3465027484,60.051403950824515,signal
2024-06-19,000001,SELL,9.076682331899999,21900,198779.34306860997,258.41314598919297,hold_days
2024-06-19,600000,BUY,7.592365925863592,26300,199679.22385021247,59.90376715506373,signal
2024-06-24,600000,SELL,7.65990052191,26300,201455.383726233,261.8919988441029,hold_days
2024-06-25,000001,BUY,8.996578312519741,22200,199724.03853793826,59.91721156138147,signal
2024-06-28,000001,SELL,9.076682331899999,22200,201502.34776817998,261.953052098634,hold_days
2024-06-28,000001,BUY,9.095507029279025,22000,200101.15464413856,60.030346393241565,signal
